image_name,image_url,height,width,rotation_angle,annotations/0/id,annotations/0/category_name,annotations/0/area,annotations/0/creator,annotations/0/keypoints/0,annotations/0/keypoints/1,annotations/0/keypoints/2,annotations/0/keypoints/3,annotations/0/keypoints/4,annotations/0/keypoints/5,annotations/0/keypoints/6,annotations/0/keypoints/7,annotations/0/keypoints/8,annotations/0/keypoints/9,annotations/0/keypoints/10,annotations/0/keypoints/11,annotations/0/keypoints/12,annotations/0/keypoints/13,annotations/0/keypoints/14,annotations/0/keypoints/15,annotations/0/keypoints/16,annotations/0/keypoints/17,annotations/0/keypoints/18,annotations/0/keypoints/19,annotations/0/keypoints/20,annotations/0/keypoints/21,annotations/0/keypoints/22,annotations/0/keypoints/23,annotations/0/keypoints/24,annotations/0/keypoints/25,annotations/0/keypoints/26,annotations/0/keypoints/27,annotations/0/keypoints/28,annotations/0/keypoints/29
1143.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2bd1126500b57d91f36.png,480,640,0,62aeb424bb1886000cae6b54,acupoints,0,nguyenhoainamfs0502@gmail.com,228,199,2,247,158,2,287,170,2,322,178,2,345,161,2,379,136,2,415,156,2,355,77,2,293,72,2,254,105,2
1144.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2bf1126500b57d91f39.png,480,640,0,62aeb430bb1886000cae6b55,acupoints,0,nguyenhoainamfs0502@gmail.com,236,187,2,266,149,2,308,164,2,336,178,2,362,168,2,399,148,2,429,181,2,386,80,2,331,69,2,284,86,2
1145.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2bb1126500b57d91f32.png,480,640,0,62aeb43bbb1886000cae6b56,acupoints,0,nguyenhoainamfs0502@gmail.com,239,183,2,271,146,2,319,168,2,343,186,2,367,172,2,407,149,2,433,186,2,386,82,2,330,63,2,278,88,2
1146.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2751126500b57d91ec6.png,480,640,0,62aeb446bb1886000cae6b58,acupoints,0,nguyenhoainamfs0502@gmail.com,244,186,2,278,147,2,325,170,2,350,183,2,377,173,2,417,150,2,439,187,2,390,81,2,328,67,2,285,85,2
1147.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2701126500b57d91ebe.png,480,640,0,62aeb452bb1886000cae6b59,acupoints,0,nguyenhoainamfs0502@gmail.com,256,182,2,293,144,2,335,171,2,364,191,2,392,177,2,428,157,2,448,208,2,402,84,2,351,65,2,292,86,2
1148.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea26f1126500b57d91ebc.png,480,640,0,62aeb45dbb1886000cae6b5b,acupoints,0,nguyenhoainamfs0502@gmail.com,266,183,2,305,145,2,355,176,2,379,190,2,404,186,2,444,168,2,460,208,2,426,96,2,362,75,2,303,97,2
1149.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e31126500b57d91de0.png,480,640,0,62aeb46bbb1886000cae6b5c,acupoints,0,nguyenhoainamfs0502@gmail.com,269,179,2,307,145,2,351,173,2,379,190,2,409,183,2,444,164,2,459,208,2,425,97,2,371,76,2,319,92,2
115.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2b81126500b57d91f2f.png,480,640,0,62aeb477bb1886000cae6b5d,acupoints,0,nguyenhoainamfs0502@gmail.com,201,145,2,236,108,2,291,135,2,317,153,2,341,144,2,358,125,2,370,180,2,326,65,2,277,51,2,218,66,2
1150.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ea1126500b57d91deb.png,480,640,0,62aeb481bb1886000cae6b5e,acupoints,0,nguyenhoainamfs0502@gmail.com,232,208,2,249,159,2,296,165,2,327,173,2,351,155,2,384,128,2,418,151,2,359,84,2,297,84,2,252,119,2
1151.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e81126500b57d91de7.png,480,640,0,62aeb48cbb1886000cae6b5f,acupoints,0,nguyenhoainamfs0502@gmail.com,271,190,2,299,156,2,346,176,2,375,193,2,407,185,2,442,169,2,455,214,2,415,98,2,361,84,2,313,97,2
1152.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2721126500b57d91ec0.png,480,640,0,62aeb497bb1886000cae6b60,acupoints,0,nguyenhoainamfs0502@gmail.com,271,191,2,311,157,2,353,181,2,385,198,2,414,190,2,444,171,2,459,217,2,421,102,2,369,90,2,316,102,2
1153.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2741126500b57d91ec3.png,480,640,0,62aeb4b0bb1886000cae6b62,acupoints,0,nguyenhoainamfs0502@gmail.com,274,194,2,309,160,2,356,186,2,384,206,2,409,198,2,447,178,2,458,229,2,426,106,2,369,88,2,316,103,2
1154.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2721126500b57d91ec1.png,480,640,0,62aeb4c0bb1886000cae6b64,acupoints,0,nguyenhoainamfs0502@gmail.com,276,195,2,320,160,2,359,190,2,383,208,2,413,205,2,449,183,2,457,239,2,429,107,2,380,90,2,330,101,2
1155.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e61126500b57d91de5.png,480,640,0,62aeb4c9bb1886000cae6b65,acupoints,0,nguyenhoainamfs0502@gmail.com,273,191,2,316,163,2,356,194,2,383,215,2,415,208,2,450,190,2,458,240,2,434,114,2,383,97,2,323,108,2
1156.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e61126500b57d91de4.png,480,640,0,62aeb4d2bb1886000cae6b66,acupoints,0,nguyenhoainamfs0502@gmail.com,271,203,2,311,166,2,354,198,2,383,218,2,412,213,2,448,194,2,456,242,2,439,113,2,373,93,2,313,112,2
1157.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e51126500b57d91de3.png,480,640,0,62aeb4dbbb1886000cae6b67,acupoints,0,nguyenhoainamfs0502@gmail.com,263,191,2,295,159,2,337,187,2,363,205,2,391,198,2,430,180,2,441,229,2,416,109,2,367,93,2,314,106,2
1158.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1eb1126500b57d91ded.png,480,640,0,62aeb4e6bb1886000cae6b68,acupoints,0,nguyenhoainamfs0502@gmail.com,256,186,2,287,154,2,328,175,2,357,193,2,383,188,2,421,173,2,435,219,2,403,107,2,354,88,2,299,103,2
1159.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ee1126500b57d91df1.png,480,640,0,62aeb4f2bb1886000cae6b69,acupoints,0,nguyenhoainamfs0502@gmail.com,239,174,2,272,136,2,311,152,2,337,167,2,364,160,2,400,147,2,418,192,2,380,103,2,339,86,2,290,96,2
116.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c01126500b57d91f3a.png,480,640,0,62aeb4febb1886000cae6b6b,acupoints,0,nguyenhoainamfs0502@gmail.com,193,145,2,224,106,2,278,129,2,308,144,2,337,142,2,349,120,2,365,176,2,325,67,2,282,46,2,218,61,2
1160.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2771126500b57d91ec8.png,480,640,0,62aeb50dbb1886000cae6b6c,acupoints,0,nguyenhoainamfs0502@gmail.com,223,179,2,249,131,2,292,144,2,319,155,2,343,144,2,375,131,2,401,178,2,360,106,2,313,90,2,270,102,2
1161.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2751126500b57d91ec5.png,480,640,0,62aeb519bb1886000cae6b6e,acupoints,0,nguyenhoainamfs0502@gmail.com,221,177,2,241,134,2,277,141,2,312,150,2,340,141,2,367,131,2,393,168,2,348,106,2,302,91,2,260,107,2
1162.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2741126500b57d91ec4.png,480,640,0,62aeb525bb1886000cae6b6f,acupoints,0,nguyenhoainamfs0502@gmail.com,217,175,2,236,135,2,269,140,2,302,149,2,329,139,2,362,130,2,388,169,2,341,107,2,293,95,2,255,110,2
1163.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c21126500b57d91f3d.png,480,640,0,62aeb537bb1886000cae6b71,acupoints,0,nguyenhoainamfs0502@gmail.com,208,186,2,231,139,2,267,142,2,293,149,2,323,139,2,355,128,2,383,168,2,337,105,2,290,97,2,244,118,2
1164.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c61126500b57d91f43.png,480,640,0,62aeb542bb1886000cae6b72,acupoints,0,nguyenhoainamfs0502@gmail.com,188,233,2,197,183,2,241,192,2,273,196,2,293,177,2,326,146,2,362,163,2,304,91,2,233,101,2,199,138,2
1165.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2be1126500b57d91f37.png,480,640,0,62aeb54cbb1886000cae6b73,acupoints,0,nguyenhoainamfs0502@gmail.com,216,238,2,243,199,2,288,224,2,319,235,2,348,219,2,387,187,2,411,217,2,372,102,2,303,99,2,249,123,2
1166.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea34f1126500b57d92017.png,480,640,0,62aeb559bb1886000cae6b74,acupoints,0,nguyenhoainamfs0502@gmail.com,221,232,2,259,195,2,299,221,2,330,238,2,363,218,2,395,189,2,422,221,2,381,106,2,317,95,2,255,119,2
1167.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3511126500b57d92019.png,480,640,0,62aeb56dbb1886000cae6b75,acupoints,0,nguyenhoainamfs0502@gmail.com,228,223,2,265,191,2,310,216,2,337,231,2,367,220,2,401,193,2,425,217,2,385,102,2,330,105,2,261,117,2
1168.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3531126500b57d9201d.png,480,640,0,62aeb578bb1886000cae6b76,acupoints,0,nguyenhoainamfs0502@gmail.com,244,212,2,284,174,2,328,203,2,353,218,2,383,213,2,420,187,2,439,220,2,398,104,2,346,101,2,292,113,2
1169.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea34f1126500b57d92016.png,480,640,0,62aeb586bb1886000cae6b78,acupoints,0,nguyenhoainamfs0502@gmail.com,248,204,2,293,171,2,341,203,2,366,219,2,394,209,2,427,184,2,444,221,2,407,104,2,350,99,2,291,108,2
117.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1fd1126500b57d91e09.png,480,640,0,62aeb5bbbb1886000cae6b7b,acupoints,0,nguyenhoainamfs0502@gmail.com,186,136,2,223,99,2,272,125,2,302,138,2,328,134,2,346,116,2,361,177,2,318,62,2,280,46,2,216,57,2
1170.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1eb1126500b57d91dec.png,480,640,0,62aeb5c5bb1886000cae6b7c,acupoints,0,nguyenhoainamfs0502@gmail.com,259,200,2,302,164,2,347,195,2,373,217,2,399,208,2,436,189,2,444,235,2,416,108,2,363,93,2,305,104,2
1171.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e91126500b57d91de9.png,480,640,0,62aeb5fbbb1886000cae6b7f,acupoints,0,nguyenhoainamfs0502@gmail.com,216,255,2,217,194,2,254,201,2,281,201,2,300,183,2,333,141,2,374,152,2,319,93,2,253,109,2,221,146,2
1172.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e81126500b57d91de8.png,480,640,0,62aeb606bb1886000cae6b80,acupoints,0,nguyenhoainamfs0502@gmail.com,233,229,2,236,183,2,281,185,2,309,185,2,331,167,2,359,135,2,400,148,2,341,90,2,280,102,2,245,139,2
1173.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ec1126500b57d91def.png,480,640,0,62aeb612bb1886000cae6b82,acupoints,0,nguyenhoainamfs0502@gmail.com,248,216,2,257,174,2,303,176,2,331,181,2,356,162,2,385,133,2,423,150,2,367,90,2,299,97,2,264,131,2
1174.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ec1126500b57d91dee.png,480,640,0,62aeb61bbb1886000cae6b83,acupoints,0,nguyenhoainamfs0502@gmail.com,264,212,2,280,163,2,332,169,2,366,178,2,385,163,2,417,134,2,449,160,2,380,91,2,320,95,2,282,131,2
1175.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1e71126500b57d91de6.png,480,640,0,62aeb626bb1886000cae6b84,acupoints,0,nguyenhoainamfs0502@gmail.com,296,201,2,334,151,2,383,169,2,407,177,2,433,168,2,460,148,2,479,192,2,422,93,2,364,87,2,319,112,2
1176.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ea1126500b57d91dea.png,480,640,0,62aeb64ebb1886000cae6b86,acupoints,0,nguyenhoainamfs0502@gmail.com,274,245,2,279,194,2,311,196,2,340,201,2,359,176,2,394,140,2,442,159,2,385,100,2,329,107,2,288,143,2
1177.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3791126500b57d92056.png,480,640,0,62aeb65dbb1886000cae6b88,acupoints,0,nguyenhoainamfs0502@gmail.com,278,244,2,277,189,2,313,195,2,340,198,2,361,176,2,391,140,2,438,151,2,384,99,2,325,104,2,296,136,2
1178.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea37e1126500b57d9205f.png,480,640,0,62aeb668bb1886000cae6b89,acupoints,0,nguyenhoainamfs0502@gmail.com,276,238,2,281,187,2,320,189,2,350,190,2,375,171,2,404,134,2,443,150,2,390,99,2,325,106,2,292,142,2
1179.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3801126500b57d92063.png,480,640,0,62aeb673bb1886000cae6b8b,acupoints,0,nguyenhoainamfs0502@gmail.com,276,230,2,286,186,2,329,188,2,361,189,2,383,166,2,412,139,2,455,154,2,388,98,2,325,106,2,289,142,2
118.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2d91126500b57d91f60.png,480,640,0,62aeb67dbb1886000cae6b8c,acupoints,0,nguyenhoainamfs0502@gmail.com,93,189,2,105,130,2,131,142,2,158,154,2,180,136,2,221,111,2,271,133,2,245,63,2,177,53,2,132,78,2
1180.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea37b1126500b57d9205a.png,480,640,0,62aeb68bbb1886000cae6b8e,acupoints,0,nguyenhoainamfs0502@gmail.com,279,229,2,289,183,2,334,184,2,366,189,2,384,171,2,414,138,2,454,156,2,392,96,2,332,105,2,296,138,2
1181.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3a91126500b57d9209c.png,480,640,0,62aeb6aabb1886000cae6b90,acupoints,0,nguyenhoainamfs0502@gmail.com,283,218,2,297,168,2,345,171,2,379,174,2,398,156,2,423,131,2,461,154,2,394,93,2,341,96,2,296,133,2
1182.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3ad1126500b57d920a3.png,480,640,0,62aeb6b5bb1886000cae6b91,acupoints,0,nguyenhoainamfs0502@gmail.com,287,192,2,303,148,2,354,148,2,389,155,2,406,138,2,424,116,2,462,154,2,393,89,2,342,89,2,302,118,2
1183.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3a51126500b57d92097.png,480,640,0,62aeb6c8bb1886000cae6b93,acupoints,0,nguyenhoainamfs0502@gmail.com,288,186,2,313,134,2,360,138,2,392,147,2,415,134,2,431,112,2,468,155,2,401,87,2,353,84,2,318,104,2
1184.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3b11126500b57d920aa.png,480,640,0,62aeb6d4bb1886000cae6b94,acupoints,0,nguyenhoainamfs0502@gmail.com,298,158,2,323,116,2,367,122,2,399,131,2,424,123,2,449,110,2,475,147,2,424,81,2,371,70,2,332,89,2
1185.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3b51126500b57d920b0.png,480,640,0,62aeb6e1bb1886000cae6b95,acupoints,0,nguyenhoainamfs0502@gmail.com,305,157,2,324,120,2,366,128,2,399,136,2,429,128,2,456,118,2,481,160,2,432,84,2,386,73,2,342,88,2
1186.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3c51126500b57d920c9.png,480,640,0,62aeb6efbb1886000cae6b97,acupoints,0,nguyenhoainamfs0502@gmail.com,281,164,2,305,124,2,345,134,2,374,148,2,402,136,2,439,128,2,457,161,2,418,94,2,372,78,2,329,92,2
1187.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea34c1126500b57d92012.png,480,640,0,62aeb713bb1886000cae6b99,acupoints,0,nguyenhoainamfs0502@gmail.com,266,166,2,291,123,2,335,136,2,367,152,2,393,143,2,425,129,2,447,172,2,407,91,2,361,76,2,311,91,2
1188.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3521126500b57d9201b.png,480,640,0,62aeb720bb1886000cae6b9a,acupoints,0,nguyenhoainamfs0502@gmail.com,257,168,2,287,127,2,327,142,2,359,158,2,389,147,2,419,131,2,440,169,2,389,88,2,343,77,2,295,94,2
1189.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea34e1126500b57d92015.png,480,640,0,62aeb733bb1886000cae6b9c,acupoints,0,nguyenhoainamfs0502@gmail.com,240,180,2,263,135,2,312,145,2,343,157,2,375,143,2,404,128,2,427,176,2,375,85,2,323,77,2,279,98,2
119.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2da1126500b57d91f61.png,480,640,0,62aeb73ebb1886000cae6b9d,acupoints,0,nguyenhoainamfs0502@gmail.com,98,189,2,108,146,2,145,159,2,174,170,2,203,157,2,249,131,2,286,156,2,248,66,2,182,61,2,138,83,2
1190.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3501126500b57d92018.png,480,640,0,62aeb747bb1886000cae6b9e,acupoints,0,nguyenhoainamfs0502@gmail.com,229,188,2,249,144,2,297,150,2,330,159,2,355,145,2,380,125,2,409,156,2,356,84,2,305,75,2,254,107,2
1191.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea36a1126500b57d9203f.png,480,640,0,62aeb7a5bb1886000cae6ba6,acupoints,0,nguyenhoainamfs0502@gmail.com,217,195,2,233,151,2,286,154,2,316,160,2,338,144,2,373,123,2,397,152,2,335,80,2,287,78,2,239,109,2
1192.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea34a1126500b57d9200e.png,480,640,0,62aeb7adbb1886000cae6ba7,acupoints,0,nguyenhoainamfs0502@gmail.com,195,205,2,208,159,2,250,165,2,284,172,2,303,156,2,337,126,2,371,148,2,315,88,2,257,87,2,220,113,2
1193.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3691126500b57d9203e.png,480,640,0,62aeb7bdbb1886000cae6ba8,acupoints,0,nguyenhoainamfs0502@gmail.com,193,205,2,209,157,2,253,166,2,284,171,2,308,160,2,341,136,2,380,164,2,321,87,2,267,84,2,227,108,2
1194.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c51126500b57d91f42.png,480,640,0,62aeb7c9bb1886000cae6baa,acupoints,0,nguyenhoainamfs0502@gmail.com,196,196,2,216,156,2,257,166,2,288,175,2,316,163,2,353,141,2,381,162,2,329,86,2,281,82,2,238,102,2
1195.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c31126500b57d91f3f.png,480,640,0,62aeb7d5bb1886000cae6bab,acupoints,0,nguyenhoainamfs0502@gmail.com,197,192,2,230,151,2,263,166,2,297,182,2,324,168,2,362,148,2,393,179,2,344,89,2,293,76,2,244,100,2
1196.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c41126500b57d91f40.png,480,640,0,62aeb7e0bb1886000cae6bac,acupoints,0,nguyenhoainamfs0502@gmail.com,201,195,2,231,148,2,270,169,2,303,187,2,329,175,2,380,160,2,399,197,2,359,96,2,308,79,2,250,98,2
1197.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2cd1126500b57d91f4d.png,480,640,0,62aeb7ebbb1886000cae6bad,acupoints,0,nguyenhoainamfs0502@gmail.com,199,190,2,231,147,2,276,169,2,302,185,2,337,174,2,380,160,2,397,192,2,360,99,2,304,78,2,253,94,2
1198.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f01126500b57d91df4.png,480,640,0,62aeb802bb1886000cae6baf,acupoints,0,nguyenhoainamfs0502@gmail.com,185,193,2,216,147,2,263,166,2,289,182,2,317,171,2,356,151,2,383,187,2,339,92,2,289,80,2,237,101,2
1199.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ed1126500b57d91df0.png,480,640,0,62aeb80fbb1886000cae6bb9,acupoints,0,nguyenhoainamfs0502@gmail.com,168,209,2,182,161,2,227,171,2,259,175,2,284,163,2,318,139,2,361,161,2,308,89,2,249,81,2,207,109,2
12.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2f71126500b57d91f8c.png,480,640,0,62aeb81cbb1886000cae6bc5,acupoints,0,nguyenhoainamfs0502@gmail.com,255,183,2,284,143,2,331,155,2,363,171,2,384,161,2,412,142,2,439,197,2,385,104,2,343,87,2,288,104,2
120.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3101126500b57d91fb1.png,480,640,0,62aeb834bb1886000cae6bc6,acupoints,0,nguyenhoainamfs0502@gmail.com,161,192,2,193,145,2,248,164,2,279,179,2,300,168,2,324,144,2,345,189,2,290,78,2,239,72,2,182,90,2
1200.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2cb1126500b57d91f4a.png,480,640,0,62aeb83cbb1886000cae6bc7,acupoints,0,nguyenhoainamfs0502@gmail.com,165,200,2,184,158,2,223,166,2,252,178,2,275,163,2,321,134,2,355,163,2,311,99,2,255,86,2,206,107,2
1201.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f01126500b57d91df5.png,480,640,0,62aeb846bb1886000cae6bc8,acupoints,0,nguyenhoainamfs0502@gmail.com,161,195,2,187,144,2,225,163,2,247,174,2,275,163,2,325,144,2,354,177,2,322,104,2,276,85,2,215,107,2
1202.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ef1126500b57d91df2.png,480,640,0,62aeb852bb1886000cae6bc9,acupoints,0,nguyenhoainamfs0502@gmail.com,139,185,2,163,148,2,204,166,2,231,183,2,263,171,2,316,159,2,338,196,2,309,106,2,256,88,2,197,104,2
1203.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1ef1126500b57d91df3.png,480,640,0,62aeb85ebb1886000cae6bca,acupoints,0,nguyenhoainamfs0502@gmail.com,135,198,2,158,157,2,202,171,2,232,182,2,263,169,2,305,148,2,334,177,2,288,100,2,237,87,2,178,110,2
1204.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2ca1126500b57d91f49.png,480,640,0,62aeb867bb1886000cae6bcb,acupoints,0,nguyenhoainamfs0502@gmail.com,108,215,2,133,168,2,189,175,2,223,182,2,247,169,2,281,145,2,310,180,2,247,100,2,195,91,2,140,122,2
1205.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2d01126500b57d91f52.png,480,640,0,62aeb886bb1886000cae6bcc,acupoints,0,nguyenhoainamfs0502@gmail.com,95,210,2,123,162,2,179,174,2,213,185,2,239,174,2,271,153,2,297,195,2,238,105,2,184,95,2,134,117,2
1206.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3b01126500b57d920a7.png,480,640,0,62aeb894bb1886000cae6bcd,acupoints,0,nguyenhoainamfs0502@gmail.com,84,195,2,116,155,2,171,172,2,203,189,2,229,180,2,260,163,2,285,211,2,238,114,2,187,100,2,130,113,2
1207.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1fa1126500b57d91e05.png,480,640,0,62aeb8a0bb1886000cae6bce,acupoints,0,nguyenhoainamfs0502@gmail.com,94,212,2,115,164,2,167,174,2,199,186,2,233,173,2,267,151,2,296,183,2,242,106,2,188,94,2,134,118,2
1208.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1fc1126500b57d91e08.png,480,640,0,62aebf30bb1886000cae6c19,acupoints,0,nguyenhoainamfs0502@gmail.com,97,215,2,122,165,2,169,176,2,203,189,2,238,176,2,270,150,2,299,180,2,243,103,2,179,98,2,130,122,2
1209.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f81126500b57d91e01.png,480,640,0,62aeb8d9bb1886000cae6bcf,acupoints,0,nguyenhoainamfs0502@gmail.com,113,215,2,134,164,2,178,173,2,213,184,2,241,168,2,276,144,2,307,174,2,257,100,2,196,94,2,143,119,2
121.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2001126500b57d91e0e.png,480,640,0,62aeb8e5bb1886000cae6bd0,acupoints,0,nguyenhoainamfs0502@gmail.com,156,179,2,188,144,2,239,161,2,276,179,2,297,168,2,331,147,2,347,189,2,294,78,2,243,67,2,188,86,2
1210.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f11126500b57d91df6.png,480,640,0,62aeb8efbb1886000cae6bd1,acupoints,0,nguyenhoainamfs0502@gmail.com,137,214,2,151,164,2,196,167,2,229,176,2,252,159,2,284,129,2,321,151,2,263,88,2,206,87,2,158,122,2
1211.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f91126500b57d91e03.png,480,640,0,62aeb8fcbb1886000cae6bd2,acupoints,0,nguyenhoainamfs0502@gmail.com,148,206,2,158,159,2,202,161,2,234,167,2,256,151,2,297,124,2,329,149,2,276,86,2,217,86,2,174,114,2
1212.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f31126500b57d91dfa.png,480,640,0,62aeb913bb1886000cae6bd3,acupoints,0,nguyenhoainamfs0502@gmail.com,158,193,2,170,145,2,217,151,2,247,162,2,273,145,2,308,125,2,343,148,2,296,88,2,241,78,2,194,104,2
1213.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f41126500b57d91dfb.png,480,640,0,62aeb91dbb1886000cae6bd4,acupoints,0,nguyenhoainamfs0502@gmail.com,183,182,2,203,142,2,247,150,2,279,160,2,305,147,2,345,129,2,369,155,2,321,87,2,271,76,2,217,103,2
1214.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f61126500b57d91dfe.png,480,640,0,62aeb92bbb1886000cae6bd5,acupoints,0,nguyenhoainamfs0502@gmail.com,223,197,2,237,152,2,284,155,2,314,163,2,338,144,2,366,124,2,403,144,2,345,88,2,291,86,2,254,107,2
1215.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1f31126500b57d91df9.png,480,640,0,62aeb939bb1886000cae6bd6,acupoints,0,nguyenhoainamfs0502@gmail.com,239,176,2,263,128,2,314,139,2,343,150,2,369,139,2,401,126,2,427,166,2,380,94,2,331,80,2,281,96,2
